Region,Year,Gender,Sat_Very,Sat_Somewhat,Sat_Neutral,Unsat_Somewhat,Unsat_Very,Satisfaction_Rate,Dissatisfaction_Rate,Avg_Satisfaction_Score,Suicide_Rate
제주특별자치도,2023,Total,13.1,31.6,42.9,9.0,3.3,44.7,12.3,3.4190000000000005,30.5
제주특별자치도,2024,Total,12.8,30.6,46.4,8.4,1.8,43.400000000000006,10.200000000000001,3.4420000000000006,36.3
제주특별자치도,2020,남자,16.6,32.2,41.8,8.0,1.4,48.800000000000004,9.4,3.546,42.6
제주특별자치도,2021,남자,14.3,24.1,42.4,14.4,4.8,38.400000000000006,19.2,3.2870000000000004,41.0
제주특별자치도,2022,남자,15.2,32.8,41.5,8.6,1.9,48.0,10.5,3.5079999999999996,41.8
제주특별자치도,2023,남자,14.0,31.7,40.4,10.2,3.7,45.7,13.899999999999999,3.421,45.4
제주특별자치도,2024,남자,12.8,29.6,47.2,8.1,2.3,42.400000000000006,10.399999999999999,3.425,55.3
제주특별자치도,2020,여자,14.0,32.9,41.3,9.6,2.2,46.9,11.8,3.469,17.2
제주특별자치도,2021,여자,13.1,25.5,41.0,17.1,3.3,38.6,20.400000000000002,3.28,11.1
제주특별자치도,2022,여자,13.8,34.5,39.8,10.1,1.7,48.3,11.799999999999999,3.4829999999999997,10.1
제주특별자치도,2023,여자,12.3,31.5,45.4,7.9,2.9,43.8,10.8,3.424,15.5
제주특별자치도,2024,여자,12.7,31.6,45.7,8.7,1.4,44.3,10.1,3.4579999999999997,17.3
